FIPS,COMPONENT_0,COMPONENT_1,COMPONENT_10,COMPONENT_11,COMPONENT_12,COMPONENT_13,COMPONENT_14,COMPONENT_15,COMPONENT_16,COMPONENT_17,COMPONENT_18,COMPONENT_19,COMPONENT_2,COMPONENT_20,COMPONENT_21,COMPONENT_22,COMPONENT_23,COMPONENT_24,COMPONENT_3,COMPONENT_4,COMPONENT_5,COMPONENT_6,COMPONENT_7,COMPONENT_8,COMPONENT_9
01095,-0.0008990998757537,-0.0022761564612451,-0.0017314864219717,-4.09773895855e-05,-0.0002408594652696,0.0001262565439301,-0.0003416822903177,4.03259498102e-05,0.001633030092677,0.0001506720119313,0.0001625027614198,-4.48287019353e-05,-0.0011834975131099,0.000319373941202,3.7962631244e-05,-0.0003043344690191,3.10068758696e-05,0.0010196895979447,-0.0005096340675714,-0.0007752588775372,-0.0010612449760644,-0.0003065433625388,-0.0007509169857393,-0.000772237137321,-0.0001956415917493
01097,-0.0012143869124886,-0.0015465984383664,-0.0014867221728881,-0.0002051705436415,8.1960531162e-06,-0.0002701645031497,-0.0005552884169118,-0.0001836825223672,0.0014939128882043,5.2602407316e-06,0.0001350715449665,-0.0001136851868913,-0.0021848742427212,0.0005640763884423,-0.0001804160484183,-0.0002959380772808,2.60626460222e-05,0.0010211644188052,-0.0016029538280332,-0.0013415839945368,-0.0008705084994107,-0.0002514147115769,-0.0004564411977736,-0.0006315248154831,-0.0001295263833698
01099,-0.0017988958385733,-0.0021755168002815,-0.0016160071852419,-0.0002197792847198,-0.0001407049227736,-0.0001954201913241,-0.0005070018856649,-0.0001320865449652,0.0016032801602881,-1.8492946685e-05,8.73951862483e-05,-0.0001532901187917,-0.001932606177411,0.000449181709688,-4.96948135651e-05,-0.0002774682383162,9.34847587041e-05,0.0009611598140014,-0.0015596163362317,-0.0011221224502118,-0.0007583874999225,-0.0001934647833321,-0.0004036720011868,-0.000579397022864,-8.61898288704e-05
01101,-0.0013891007057782,-0.0009052885776889,-0.001477059029192,-0.0002180913897567,0.0001046554671142,-0.0003795476467802,-0.0005808056384098,-0.0001968634217147,0.0014333685620242,6.84432282589e-05,8.30186822921e-05,-0.0001987715555986,-0.0022094428343435,0.0005576622085271,-0.0002791743910678,-0.0002340849687584,-2.07592101892e-05,0.0009283310788138,-0.0020612442731824,-0.0015013911425067,-0.0007567776910407,-0.0002935479916695,-0.0004623853319365,-0.0007851877696151,-0.0001374631667434
01103,-0.0010659931745018,-0.0022244353494981,-0.0016346276823118,-0.0002039014041372,1.55397007062e-05,-8.6147817437e-05,-0.0004506584737266,-0.0001551282618037,0.0016520919262387,-8.22349927363e-05,9.77226107103e-05,1.77947026184e-05,-0.0021426635020788,0.0005224313752331,-8.670735471e-05,-0.0004684677654623,0.000136875146314,0.0010772518952692,-0.0011630452815559,-0.0008594988631981,-0.0009214944352883,-0.0001448183858976,-0.0004092066179012,-0.0005469797348619,-0.0001367133802128
01105,-0.0022235859465505,-0.0017025996892982,-0.0017737473010063,-0.0002811710483412,-9.20355936156e-05,-0.0001630884869076,-0.0005584365536789,-0.0001437441315085,0.0017431110306023,0.0001190818850959,-2.65572652392e-05,-0.0002714061413334,-0.0018978583166353,0.0003926658186983,-0.0001296228869616,-0.0002805896731879,0.0002087035397182,0.001006869361439,-0.0017593623420232,-0.0013112815438435,-0.0006079015464928,-0.0002234037103427,-0.0006814067910658,-0.000662585827358,-0.0001447166769299
01107,-0.0024320637007004,-0.0015800174143615,-0.0018224331821369,-0.0002189468176114,-0.0001153446413491,-0.0001052555346723,-0.00072604751097,-0.0001833301837546,0.0018033330917266,0.0001022503868229,8.66115429574e-05,-0.0002343604060975,-0.0017523467952969,0.000437743714757,-0.0002908695896408,-0.0002977077450603,0.0001376950248912,0.0009038827416973,-0.0017210339159567,-0.0012797630192051,-0.0002972371788595,-0.0001567879119509,-0.000498778339692,-0.000446954455158,-6.10952021562e-05
01109,-0.0013959176595552,-0.0015437307521111,-0.0013850080866577,-0.0003474891231056,-6.5100947187e-06,-0.0003585180871008,-0.0004775460043851,-0.0001444371569147,0.0015011152646946,-9.76449414652e-05,7.75561617306e-05,-0.0001317098313221,-0.0025446644185417,0.0006460589760591,-0.0002147250997534,-0.0002603110972585,3.06677317058e-05,0.0010094600165298,-0.0016405068443854,-0.0011595559559569,-0.0005809174602456,-0.0001741604515345,-0.0006086847378516,-0.0008396318765188,-0.0001053883364127
01111,-0.001964286324871,-0.0022926107335454,-0.0017539638024981,-0.000335969563717,-0.0002657867955672,-1.87865596873e-05,-0.0004743525298086,-0.0001216065878966,0.0016392732599076,-8.25060655679e-05,6.09561973169e-05,4.21740507729e-05,-0.001853389879227,0.0004096397227695,-9.15502641555e-05,-0.0003487517233681,0.0001705020964939,0.0010990857550912,-0.001261463615877,-0.0009340752986514,-0.0007759230378129,-0.0002197576686221,-0.0004970773579157,-0.0004273274237089,-0.0001469370603203
01113,-0.0020449418103817,-0.0011507798537401,-0.0015909777433285,-0.0002248826156646,0.0001165829012524,-0.00025107402583,-0.0006257678340905,-0.0001855950890805,0.0015732751725423,5.38780570125e-05,6.74957528389e-05,-0.0001794728095146,-0.0022130935609008,0.0005297750390727,-0.0001559715374847,-0.0003881330161168,9.00525574402e-05,0.0009734999005831,-0.001702196687586,-0.001585169974591,-0.000697060393209,-0.0002042565900278,-0.0005100674561159,-0.0005526297632702,-0.0001169210422659
